Name,Year,Duration,Rating,Votes,Description,language
Janbaaz,1986,2h 55m,6.2,768,"Rana Vikram Singh (Amrish Puri) has two sons, police officer Rajesh (Feroz Khan) and fun-loving playboy Amar (Anil Kapoor). Rajesh has gone through the traumatic experience of losing the girl he loved (Sridevi), when she succumbed to drug addiction. He vows to fight this menace. An underworld kingpin Raja (Raza Murad) murders Rana's old friend, and his daughter Reshma (Dimple) takes shelter in Rana's house. Amar and Reshma fall in love, but evil Raja pursues her. Meanwhile, Rajesh is on the trail of the drug cartel that victimized his girlfriend.",Hindi
Aakhree Raasta,1986,2h 44m,7.1,1.6K,An ex-convict is bent on revenge against the people responsible for his wrongful imprisonment but is pit against his estranged son who is now a police officer.,Hindi
Mirch Masala,1986,2h 8m,7.7,1.5K,"In colonial India, subedars (tax collectors) went from village to village with soldiers, often demanding more than taxes. A subedar commands Sonbai, a beautiful and confident woman whose husband is away in the city, to sleep with him. She slaps him and flees for safety to a spice factory where women grind chillies into fine powder. The aged factory guard, Abu Mian, locks the door behind her, refusing to open it to the soldiers, to the cowardly village men led by the mayor, and to the subedar himself. The town's teacher, who follows Gandhi, and a few women, led by the mayor's wife, protest ineffectually against this village-approved rape. The stage is set for a final confrontation.",Hindi
Genesis,1986,1h 45m,6.9,138,"A parable of man's exploitation of his fellow man. A weaver and a farmer live peacefully on the edge of a desert until, one day, a woman wanders into their world, and her presence slowly disrupts their routine existence.",Hindi
Swati,1986,2h 31m,5.9,123,"Sharda, a nurse and single mother, raises her daughter Swati as an independent, articulate young woman. Swati is a strong advocate of women's rights in a society where there is significant male domination. Swati deals with eve teasers firmly, sometimes with considerable force. When a married friend of hers gets raped in the presence of her husband, she acts as a counsellor and helps them adjust to the reality of a society that blames the victim and not the rapists. Swati takes on a huge transformation when she meets a political activist and falls in love with him. She embarks on a project of matchmaking for her mother and engineers a wedding with a widower who has a grown-up daughter.",Hindi
Bhagwaan Dada,1986,2h 27m,4.7,203,"Naive village-born Swaroop comes to Bombay city with a only Rs.80/-, which he loses to a thief. A man named Bhagwaan helps Swaroop recover this amount, and asks him to return back to his village, as the city is not a good place for a simpleton like himself. Swaroop decides to stay, and Bhagwaan assists him to find a roof over his head, as well as employment. Swaroop meets with an attractive young woman named Bijli, and he is attracted to her. What Swaroop does not know that Bhagwaan is a notorious gangster known in the community as Bhagwaan Dada, and that Bijli is a woman of questionable character and means, who works during the night as a prostitute.",Hindi
Dharm Adhikari,1986,2h 39m,5.1,129,"The compelling story of honest and ethical Dharamraj of Nand Gaon village, whose very name instills fear amongst wrong-doers. Ironically, the very man whose family has been administering justice for four generations, must now distance himself against his very own brother, Prakash; wife, Savitri; and daughter, Aarti, while the villagers, headed by Chaudhry and Shastri, charge him of having an illicit and extra-marital affair with a widow.",Hindi
Khamosh,1986,1h 41m,7.5,1.1K,"When a starlet is murdered on a film location, a detective arrives to investigate the cast and crew.",Hindi
Saveray Wali Gaadi,1986,2h 15m,5.4,111,"Ravidas (Sunny Deol) lives in a village in rural India. He is the son of Chediram (Dr. Shreeram Lagoo) who is of highly respected in the village. Ravidas falls in love with Jyoti (Poonam Dhillon). Their love becomes known in the village. Because of differences of caste, the villagers are opposed to Ravidas marrying Jyoti. Chediram commits suicide due to the shame his son has brought upon him. Ravidas is a gifted poet, but he cannot fulfill his dream of being recognized as a great poet, his poems being published and shown to the world, because he lives in a village. So he decides to go to the city to fulfill his dreams and to eventually marry Jyoti. In the city he recovers the purse of a young lady from a thief. The young lady turns out to be the daughter of a big newspaper publisher. The newspaper publisher hears of Ravidas's talent for poetry through his daughter. He publishes some of Ravidas's poems in a column in his newspaper. Ravidas starts becoming famous and his dream is fulfilled. He communicates to Jyoti by writing on the side of the morning express train, hence the title of the film Saveray Wali Gaadi. Jyoti reads these message each morning hoping for the time when Ravidas will return and take her away with him.",Hindi
Ilzaam,1986,2h 44m,5.2,125,Ajay is a street dancer and while people are watching his dance his fellow members manage to rob their houses.One day he decides to quit it as he was forcefully bought into this.Ajay saves Laxmi from goons following which she takes him to his house.Laxmi's mother and her older brother Inspector Suraj welcome him and allow whim to stay with them as he has no way to go.Aarti and Ajay were to get married but he suddenly disappeared from her life.Aarti sees him after long but Ajay ignores her.Aarti is shocked on why Ajay is ignoring her and why he disappeared from her life.What will be reaction of Suraj and his family when he will find that Ajay is a thief.,Hindi
Chameli Ki Shaadi,1986,2h 16m,7.5,1.8K,"A man lives a poor lifestyle in a small town with his older brothers. He is unemployed and commits himself to be a wrestler, but he has to promise to be celibate until he is 40 years old.",Hindi
Swarag Se Sunder,1986,15,5.2,140,"Vijay is the head of the village living with his wife Laxmi he is looked with respect by everyone in village for the changes he has done to his village but Milavat Ram and Paanalal are jealous of him. Laxmi is childless for years and is taunted by villagers she and Vijay have taken care of his younger brother Ravi as their son he is in love with Lalita daughter of Milavat Ram after many obstacles they get married and Lalita soon gets pregnant around the same time Laxmi also gets pregnant.But Lalita looses her child in hospital and is in serious condition,Laxmi whose admitted to the same hospital gives birth to a baby boy she and Vijay decide to give the baby to Lalita without anyone's knowledge to save her life. Laxmi and Lalita decide to raise the baby together.But Pannalal and Milavat Ram create a rift in their family.",Hindi
Jaal,1986,15,5.1,150,"Shankar Verma lives a poor lifestyle with his mom, Shanti, in India after His father, Sathpal, leaves the family for a courtesan by the name of Meenabai. Years later, Shankar has now grown up and finds himself the object of affection of two beautiful women, Sunita - who is wealthy and is the daughter of Bhanu Pratap Singh, and Madhu - who is poor and lives with her parents, Hariya and Tara. Both women think that Shankar is in love with them. Shankar is hired by a wealthy woman named Amita who wants him to spy on Bhanu Pratap, his sons, Balram and Jackie, and his partner, Kedar. Shankar goes on this task and reports his findings to Amita regularly. One day while talking to villagers, he finds out that his dad had a bad reputation and had not only betrayed Bhanu Pratap, but had also killed Bhanu's brother, Shashi. His inquiries take him to Central Jail so that he could speak with his dad, but on arrival, he is told that his dad passed away six years ago. Shankar then sets out to find out the whereabouts of Meenabai, but her brothel had caught fire and no one knows her whereabouts. Little does Shankar know that Meenabai is still alive in the shape and form of none other than Amita - and is using Shankar as a tool to extract vengeance against Bhanu Pratap!!",Hindi
Love 86,1986,2h 25m,4.9,115,"Laxmidevi is a strict disciplinarian and stern mother, who rules over her palatial house with an iron hand. She has two daughters of marriageable age, one is Leena, and the other is Isha. She wants to get them married to two brothers from a decent and well-off family, so that both sisters can be together for life. But fate decides otherwise, for her daughters are not all that interested in her choice of their grooms, but prefer two down-and-out thieves named Omi and Vikram Doshi, who are orphaned at a very young age, and come from poor families. Now Laxmidevi must decide about the fate of her two daughters and her prospective son-in-laws.",Hindi
